lotnum,ytotal,y1,y2,y3,y4,y5,y6,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
Lot576,30,13,13,0,2,2,0,B,A2,E3,B4,C5,B6,C7,B8,B9,B10
Lot577,57,0,17,6,15,4,15,B,B2,E3,B4,C5,B6,C7,B8,B9,B10
Lot578,18,6,12,0,0,0,0,B,B2,A3,B4,A5,B6,A7,B8,A9,B10
Lot579,38,17,13,4,0,0,4,B,A2,E3,B4,B5,B6,B7,B8,B9,B10
Lot580,25,1,9,7,0,4,4,B,B2,E3,B4,C5,B6,B7,B8,B9,B10
Lot581,30,11,14,0,0,3,2,A,B2,E3,B4,C5,C6,B7,B8,A9,B10
Lot582,21,18,2,0,0,1,0,B,B2,A3,B4,C5,B6,B7,B8,A9,B10
Lot583,14,6,3,2,0,2,1,B,A2,E3,B4,B5,B6,B7,B8,B9,B10
Lot584,26,5,15,5,0,1,0,A,B2,A3,B4,C5,B6,B7,B8,B9,A10
Lot585,45,6,21,12,2,0,4,A,A2,A3,B4,C5,B6,B7,B8,B9,A10
Lot586,18,9,9,0,0,0,0,C,B2,E3,B4,C5,B6,A7,B8,B9,B10
Lot587,42,0,11,21,4,5,1,A,A2,E3,B4,C5,B6,A7,B8,A9,A10
Lot588,25,4,8,6,0,4,3,B,A2,E3,B4,B5,B6,B7,B8,B9,B10
Lot589,50,0,27,9,5,4,5,B,B2,E3,B4,C5,B6,A7,B8,B9,B10
Lot590,30,5,14,2,0,2,7,B,A2,E3,B4,A5,B6,A7,B8,A9,B10
Lot591,28,16,7,0,0,4,1,B,A2,A3,B4,A5,B6,B7,B8,A9,B10
Lot592,37,5,23,6,3,0,0,A,A2,E3,B4,C5,B6,B7,B8,B9,A10
Lot593,37,0,18,10,6,0,3,B,B2,A3,B4,C5,B6,A7,B8,A9,A10
Lot594,45,0,18,17,4,3,3,B,B2,A3,B4,C5,B6,A7,B8,A9,A10
Lot595,30,0,14,7,5,1,3,B,B2,A3,B4,C5,B6,A7,B8,A9,A10
Lot596,13,6,6,0,0,0,1,A,A2,E3,B4,C5,B6,A7,B8,B9,B10
Lot597,17,13,4,0,0,0,0,A,A2,E3,B4,C5,B6,B7,B8,B9,B10
Lot598,15,9,6,0,0,0,0,A,A2,E3,B4,C5,B6,B7,B8,B9,B10
Lot599,27,5,13,4,0,3,2,B,A2,E3,B4,C5,B6,A7,B8,A9,B10
Lot600,23,3,11,8,0,0,1,A,B2,A3,B4,C5,B6,B7,B8,B9,A10
Lot601,27,0,6,14,3,2,2,A,A2,E3,B4,C5,B6,A7,B8,A9,A10
Lot602,57,0,29,13,8,4,3,A,A2,E3,B4,C5,B6,B7,B8,B9,B10
Lot603,28,3,15,10,0,0,0,A,B2,A3,B4,C5,B6,B7,B8,B9,A10
Lot604,56,3,15,18,8,9,3,A,A2,E3,B4,C5,B6,A7,B8,A9,A10
Lot605,46,2,23,9,7,3,2,B,B2,A3,B4,C5,B6,A7,B8,A9,A10
Lot606,24,0,8,10,3,0,3,B,B2,A3,B4,C5,B6,A7,B8,A9,A10
Lot607,19,6,7,2,0,1,3,B,A2,E3,B4,C5,B6,A7,B8,A9,B10
Lot608,24,9,9,2,0,0,4,B,A2,E3,B4,C5,B6,A7,B8,A9,B10
Lot609,29,7,17,0,0,0,5,A,A2,E3,B4,C5,B6,A7,B8,A9,B10
Lot610,30,6,7,6,0,6,5,A,A2,E3,B4,C5,B6,A7,B8,A9,B10
Lot611,27,8,4,9,0,3,3,B,B2,E3,B4,C5,B6,A7,B8,A9,B10
Lot612,14,4,7,2,0,1,0,B,B2,E3,B4,C5,B6,A7,B8,A9,B10
Lot613,30,23,6,0,0,1,0,C,B2,E3,B4,C5,B6,A7,B8,B9,B10
Lot614,18,8,5,1,0,2,2,B,B2,A3,B4,C5,B6,A7,B8,A9,B10
Lot615,30,4,21,0,0,2,3,B,A2,E3,B4,C5,B6,A7,B8,A9,B10
Lot616,29,10,15,0,0,0,4,A,A2,A3,B4,C5,B6,B7,B8,A9,B10
Lot617,49,10,14,11,0,7,7,B,B2,E3,B4,C5,B6,A7,B8,A9,B10
Lot618,21,8,7,3,0,3,0,B,B2,A3,B4,C5,B6,A7,B8,A9,B10
Lot619,22,14,6,1,0,0,1,B,B2,E3,B4,C5,B6,A7,B8,B9,B10
Lot620,14,10,2,0,0,0,2,C,B2,E3,B4,C5,B6,A7,B8,B9,B10
Lot621,29,4,11,10,0,0,4,C,B2,E3,B4,C5,B6,A7,B8,A9,A10
Lot622,16,4,9,0,0,0,3,B,A2,E3,B4,C5,B6,A7,B8,A9,B10
Lot623,27,8,13,1,0,4,1,A,B2,E3,B4,C5,B6,A7,B8,A9,B10
Lot624,42,9,15,12,0,0,6,A,A2,E3,B4,C5,B6,A7,B8,A9,A10
Lot625,37,20,14,0,0,3,0,B,B2,E3,B4,C5,B6,C7,B8,B9,B10
Lot626,24,7,9,3,0,2,3,A,A2,E3,B4,C5,B6,B7,B8,A9,B10
Lot627,18,9,1,1,0,6,1,A,A2,E3,B4,C5,B6,A7,B8,B9,B10
Lot628,27,11,3,6,0,2,5,A,A2,E3,B4,C5,B6,B7,B8,A9,B10
Lot629,43,14,11,8,0,4,6,B,B2,E3,B4,C5,B6,A7,B8,A9,B10
Lot630,33,14,3,2,0,8,6,A,A2,E3,B4,C5,B6,A7,B8,B9,B10
Lot631,27,13,2,0,1,10,1,A,A2,E3,B4,C5,B6,A7,B8,B9,B10
Lot632,16,6,2,3,0,3,2,A,A2,E3,B4,C5,B6,A7,B8,B9,B10
Lot633,39,0,18,10,8,2,1,B,B2,E3,B4,C5,B6,C7,B8,A9,A10
Lot634,13,7,4,0,0,1,1,A,A2,D3,B4,C5,B6,A7,B8,B9,B10
Lot635,23,13,8,0,0,0,2,A,A2,D3,B4,C5,B6,A7,B8,B9,B10
Lot636,27,12,4,0,0,7,4,A,A2,E3,B4,C5,B6,A7,B8,B9,B10
Lot637,20,7,7,3,0,1,2,B,B2,E3,B4,C5,B6,B7,B8,A9,B10
Lot638,30,1,14,8,3,2,2,B,B2,E3,B4,C5,B6,C7,B8,A9,A10
Lot639,29,16,0,1,0,6,6,A,A2,E3,B4,C5,B6,A7,B8,B9,B10
Lot640,44,19,4,11,0,7,3,A,B2,A3,B4,C5,B6,A7,B8,A9,B10
Lot641,34,12,12,9,0,0,1,A,B2,A3,B4,C5,B6,D7,B8,A9,B10
Lot642,41,20,9,6,0,0,6,A,B2,E3,B4,C5,B6,B7,B8,A9,B10
Lot643,25,20,3,0,0,1,1,B,A2,A3,B4,C5,B6,A7,B8,A9,B10
Lot644,54,10,10,20,0,4,10,B,B2,E3,B4,C5,B6,A7,B8,A9,B10
Lot645,20,9,6,0,0,0,5,B,A2,E3,B4,C5,B6,A7,B8,A9,B10
Lot646,45,0,22,11,9,1,2,B,B2,E3,B4,C5,B6,C7,B8,A9,A10
Lot647,48,15,17,13,0,0,3,A,B2,A3,B4,C5,B6,B7,B8,A9,B10
Lot648,37,11,13,4,0,2,7,A,A2,A3,B4,C5,B6,B7,B8,A9,B10
Lot649,40,10,7,5,0,15,3,A,B2,A3,B4,C5,B6,A7,B8,A9,B10
Lot650,24,11,3,0,0,6,4,B,A2,A3,B4,C5,B6,A7,B8,B9,B10
Lot651,14,8,4,0,0,0,2,A,B2,E3,B4,C5,B6,A7,B8,A9,B10
Lot652,40,23,8,3,0,2,4,A,A2,A3,B4,C5,B6,A7,B8,A9,B10
Lot653,22,8,7,0,0,0,7,A,B2,E3,D4,C5,B6,A7,B8,A9,B10
Lot654,138,13,110,5,0,9,1,B,B2,A3,B4,C5,B6,A7,B8,A9,B10
Lot655,38,15,20,0,0,0,3,A,B2,E3,B4,C5,B6,A7,B8,A9,B10
Lot656,39,19,12,7,0,0,1,A,B2,E3,B4,C5,B6,D7,B8,A9,B10
Lot657,26,10,8,4,0,2,2,B,B2,A3,B4,C5,B6,B7,B8,A9,B10
Lot658,20,10,5,1,0,2,2,A,A2,A3,B4,C5,B6,A7,B8,A9,B10
Lot659,36,15,12,4,0,0,5,A,B2,A3,B4,C5,B6,A7,B8,A9,B10
Lot660,42,14,4,10,0,11,3,A,B2,A3,B4,C5,B6,A7,B8,A9,B10
Lot661,25,19,6,0,0,0,0,C,B2,A3,B4,C5,B6,A7,B8,A9,B10
Lot662,26,9,4,1,0,5,7,A,B2,E3,B4,C5,B6,B7,B8,A9,B10
Lot663,47,13,19,12,0,0,3,A,B2,E3,B4,C5,B6,B7,B8,A9,B10
Lot664,47,24,7,9,0,6,1,A,B2,A3,B4,C5,B6,A7,B8,A9,B10
Lot665,17,9,4,1,0,0,3,C,B2,A3,B4,C5,B6,B7,B8,A9,B10
Lot666,19,7,9,0,0,0,3,A,B2,A3,B4,C5,B6,B7,B8,A9,B10
Lot667,19,9,7,2,0,0,1,A,A2,E3,B4,C5,B6,E7,B8,A9,B10
Lot668,33,15,9,4,0,0,5,A,A2,E3,B4,C5,B6,E7,B8,A9,B10
Lot669,24,7,6,0,0,5,6,A,B2,E3,D4,C5,B6,B7,B8,A9,B10
Lot670,24,11,6,4,0,2,1,B,B2,A3,B4,C5,B6,B7,B8,A9,B10
Lot671,147,11,117,14,0,0,5,A,B2,E3,B4,C5,B6,B7,B8,A9,B10
Lot672,31,15,11,1,0,1,3,C,A2,E3,B4,C5,B6,A7,B8,A9,B10
Lot673,34,22,7,2,0,1,2,B,B2,E3,B4,C5,B6,E7,B8,A9,B10
Lot674,27,6,6,6,0,7,2,A,A2,E3,B4,C5,B6,B7,B8,A9,B10
Lot675,15,11,2,0,0,2,0,A,B2,E3,B4,A5,B6,A7,B8,A9,B10
Lot676,21,5,3,1,0,3,9,A,B2,E3,B4,C5,B6,A7,B8,A9,B10
Lot677,30,10,11,3,0,0,6,B,B2,E3,B4,C5,B6,E7,B8,A9,B10
Lot678,32,18,7,0,0,3,4,B,B2,E3,B4,A5,B6,E7,B8,A9,B10
Lot679,16,8,5,0,0,0,3,A,A2,E3,B4,C5,B6,E7,B8,A9,B10
Lot680,35,22,7,0,0,3,3,B,B2,E3,B4,C5,B6,E7,B8,A9,B10
Lot681,63,10,27,15,0,5,6,B,B2,E3,B4,C5,B6,E7,B8,A9,B10
Lot682,68,7,43,7,0,8,3,B,B2,E3,B4,C5,B6,E7,B8,A9,B10
Lot683,58,9,20,22,0,7,0,C,A2,E3,B4,C5,A6,A7,B8,A9,B10
Lot684,59,12,25,15,0,5,2,C,B2,E3,B4,C5,B6,A7,B8,A9,B10
Lot685,46,12,15,13,0,0,6,A,B2,E3,B4,C5,B6,D7,B8,A9,B10
Lot686,38,10,12,8,0,7,1,B,A2,E3,B4,C5,B6,A7,B8,A9,B10
Lot687,25,8,13,1,0,0,3,A,A2,E3,B4,C5,B6,E7,B8,A9,B10
Lot688,50,4,28,10,0,5,3,B,B2,E3,B4,C5,B6,E7,B8,A9,B10
Lot689,26,4,9,7,0,6,0,B,B2,E3,B4,B5,B6,C7,B8,A9,B10
Lot690,50,18,15,7,0,6,4,B,B2,E3,B4,C5,B6,E7,B8,A9,B10
Lot691,23,5,11,4,0,0,3,C,A2,E3,B4,C5,B6,A7,B8,A9,B10
Lot692,29,16,9,0,0,3,1,B,B2,E3,B4,B5,B6,E7,B8,A9,B10
Lot693,28,19,7,0,0,2,0,B,B2,E3,B4,C5,B6,E7,B8,A9,B10
Lot694,36,19,13,0,0,1,3,A,A2,A3,B4,C5,B6,E7,B8,A9,B10
Lot695,62,20,18,12,0,4,8,A,A2,A3,B4,C5,B6,D7,B8,B9,B10
Lot696,69,0,36,18,3,0,12,A,A2,E3,B4,C5,C6,B7,B8,B9,B10
Lot697,24,0,7,2,5,2,8,B,B2,E3,B4,B5,B6,E7,B8,B9,B10
Lot698,63,0,35,10,14,3,1,C,B2,A3,B4,C5,B6,A7,B8,A9,B10
Lot699,37,9,13,7,0,5,3,B,B2,E3,B4,B5,B6,C7,B8,A9,B10
Lot700,62,23,14,15,0,10,0,C,A2,E3,B4,C5,A6,A7,B8,A9,B10
Lot701,63,14,27,14,0,6,2,C,A2,E3,B4,C5,A6,A7,B8,A9,B10
Lot702,29,15,4,0,0,1,9,C,B2,A3,B4,C5,B6,E7,B8,A9,B10
Lot703,54,13,15,9,0,8,9,C,A2,E3,B4,C5,B6,A7,B8,B9,B10
Lot704,35,16,11,0,0,1,7,C,A2,E3,B4,C5,B6,A7,B8,A9,B10
Lot705,34,15,12,2,0,5,0,B,A2,E3,B4,C5,B6,A7,B8,A9,B10
Lot706,41,18,13,2,0,5,3,B,B2,E3,B4,B5,B6,C7,B8,B9,B10
Lot707,37,12,11,4,0,6,4,B,B2,E3,B4,B5,B6,C7,B8,A9,B10
Lot708,49,13,20,9,0,4,3,B,B2,E3,B4,A5,B6,D7,B8,A9,B10
Lot709,41,12,19,5,0,4,1,B,B2,E3,B4,B5,B6,D7,B8,A9,B10
Lot710,53,11,24,8,0,4,6,B,B2,E3,B4,B5,B6,C7,B8,A9,B10
Lot711,31,10,15,0,0,3,3,A,A2,A3,B4,C5,B6,E7,B8,A9,B10
Lot712,36,13,11,3,0,2,7,A,A2,E3,B4,B5,B6,A7,B8,A9,B10
Lot713,45,10,16,4,0,7,8,A,A2,E3,B4,B5,B6,D7,B8,B9,B10
Lot714,51,5,25,5,0,7,9,A,A2,A3,B4,C5,B6,E7,B8,A9,B10
Lot715,54,10,30,4,0,4,6,A,A2,A3,B4,C5,B6,D7,B8,A9,B10
Lot716,95,15,58,7,0,5,10,C,A2,E3,B4,C5,B6,B7,B8,A9,B10
Lot717,42,0,24,6,9,1,2,A,A2,E3,B4,C5,B6,B7,B8,B9,B10
Lot718,51,19,23,7,0,1,1,C,B2,A3,B4,C5,B6,E7,B8,A9,B10
Lot719,37,15,11,2,0,2,7,A,A2,A3,B4,C5,B6,D7,B8,A9,B10
Lot720,27,4,10,1,0,1,11,B,B2,E3,B4,C5,B6,B7,B8,B9,B10
Lot721,37,16,13,1,0,0,7,B,B2,E3,B4,C5,B6,B7,B8,B9,B10
Lot722,31,9,6,6,0,6,4,B,B2,E3,B4,B5,B6,C7,B8,A9,B10
Lot723,44,0,22,6,4,2,10,C,A2,E3,B4,C5,B6,A7,B8,A9,B10
Lot724,25,0,9,7,2,4,3,A,A2,A3,B4,C5,B6,A7,B8,A9,B10
Lot725,30,0,18,5,5,1,1,B,B2,E3,B4,C5,B6,A7,B8,A9,B10
Lot726,37,0,21,6,8,2,0,C,B2,A3,B4,C5,B6,E7,B8,A9,B10
Lot727,51,22,14,7,0,2,6,A,A2,E3,B4,C5,B6,B7,B8,B9,B10
Lot728,29,0,16,3,1,6,3,B,B2,A3,B4,C5,B6,E7,B8,A9,B10
Lot729,41,0,11,10,18,0,2,B,A2,E3,B4,C5,B6,C7,B8,B9,B10
Lot730,55,3,16,23,0,9,4,B,B2,E3,B4,C5,C6,B7,B8,A9,B10
Lot731,51,0,25,9,11,2,4,B,B2,E3,B4,C5,B6,B7,B8,B9,B10
Lot732,36,12,15,2,0,2,5,C,B2,A3,B4,C5,B6,A7,B8,A9,B10
Lot733,43,2,10,14,0,13,4,B,B2,E3,B4,C5,C6,B7,B8,A9,B10
Lot734,46,0,15,9,16,2,4,B,A2,E3,D4,C5,B6,A7,B8,B9,B10
Lot735,40,0,15,5,9,4,7,B,A2,E3,D4,C5,B6,A7,B8,B9,B10
Lot736,36,0,20,9,2,0,5,B,B2,E3,B4,C5,C6,B7,B8,B9,B10
Lot737,18,8,6,0,0,0,4,A,A2,E3,B4,C5,B6,B7,B8,A9,B10
Lot738,24,9,9,1,0,0,5,A,A2,E3,B4,C5,B6,B7,B8,A9,B10
Lot739,47,7,11,11,0,10,8,B,B2,E3,B4,C5,C6,B7,B8,A9,B10
Lot740,74,0,25,6,35,3,5,B,A2,E3,B4,C5,B6,C7,B8,B9,B10
Lot741,43,3,22,8,0,8,2,B,B2,E3,B4,C5,C6,B7,B8,A9,B10
Lot742,45,7,21,3,0,8,6,B,B2,A3,B4,C5,B6,E7,B8,A9,B10
Lot743,65,0,28,10,14,6,7,B,B2,E3,B4,C5,B6,C7,B8,B9,B10
Lot744,38,0,24,4,4,3,3,B,B2,A3,B4,C5,B6,E7,B8,A9,B10
Lot745,43,0,29,7,0,2,5,B,B2,A3,B4,C5,B6,E7,B8,A9,B10
Lot746,40,0,21,5,4,5,5,A,A2,E3,B4,C5,B6,E7,B8,A9,B10
Lot747,61,13,24,1,0,11,12,A,A2,E3,B4,C5,B6,B7,B8,A9,B10
Lot748,26,0,14,3,1,3,5,B,B2,E3,B4,C5,B6,B7,B8,A9,B10
Lot749,73,0,27,5,22,6,13,A,B2,E3,B4,B5,B6,E7,B8,B9,B10
Lot750,28,0,13,6,0,4,5,A,A2,E3,B4,C5,B6,D7,B8,B9,B10
Lot751,49,0,26,5,0,3,15,A,A2,E3,B4,C5,B6,B7,B8,A9,B10
Lot752,47,0,16,6,14,3,8,A,A2,E3,B4,B5,B6,E7,B8,B9,B10
Lot753,43,9,19,0,0,3,12,C,B2,E3,B4,C5,B6,E7,B8,A9,B10
Lot754,48,0,15,6,7,4,16,A,B2,E3,B4,B5,B6,E7,B8,B9,B10
Lot755,44,0,18,8,3,4,11,B,B2,E3,B4,B5,B6,E7,B8,B9,B10
Lot756,14,6,7,0,0,0,1,C,B2,E3,B4,C5,B6,D7,B8,A9,B10
Lot757,17,0,9,2,3,2,1,B,B2,E3,B4,C5,B6,B7,B8,A9,B10
Lot758,31,8,12,0,0,6,5,B,B2,A3,B4,C5,B6,E7,B8,A9,B10
Lot759,46,0,22,11,6,1,6,A,A2,E3,B4,C5,B6,E7,B8,B9,B10
Lot760,53,0,9,15,8,15,6,B,B2,E3,B4,C5,B6,B7,B8,A9,B10
Lot761,29,0,18,6,2,1,2,B,B2,E3,B4,C5,B6,B7,B8,A9,B10
Lot762,38,0,21,6,5,0,6,A,A2,E3,B4,C5,B6,B7,B8,A9,B10
Lot763,31,0,11,5,4,3,8,A,A2,E3,B4,C5,B6,D7,B8,B9,B10
Lot764,25,9,5,2,0,8,1,A,A2,E3,B4,C5,B6,A7,B8,A9,B10
Lot765,33,4,11,4,0,9,5,A,A2,E3,B4,C5,B6,E7,B8,A9,B10
Lot766,95,15,36,43,0,0,1,B,A2,E3,B4,C5,B6,E7,B8,B9,B10
Lot767,26,8,9,3,0,4,2,A,A2,E3,B4,C5,B6,E7,B8,A9,B10
Lot768,44,13,14,17,0,0,0,A,A2,E3,B4,C5,C6,E7,B8,A9,B10
Lot769,21,9,7,1,0,0,4,A,A2,E3,B4,C5,B6,B7,B8,B9,B10
Lot770,34,13,12,0,0,6,3,C,B2,E3,B4,C5,B6,A7,B8,A9,B10
Lot771,36,4,21,0,0,3,8,C,B2,E3,B4,C5,B6,D7,B8,A9,B10
Lot772,35,9,13,1,0,8,4,A,B2,E3,B4,C5,B6,E7,B8,A9,B10
Lot773,36,0,19,2,3,3,9,A,B2,A3,C4,C5,B6,C7,B8,B9,B10
Lot774,34,5,7,19,0,0,3,B,A2,E3,B4,C5,B6,E7,B8,A9,B10
Lot775,8,7,0,0,0,0,1,A,A2,E3,B4,B5,C6,E7,B8,A9,B10
Lot776,40,1,23,3,0,9,4,B,A2,E3,B4,C5,B6,E7,B8,A9,B10
Lot777,20,5,4,0,0,3,8,C,B2,E3,B4,C5,B6,E7,B8,A9,B10
Lot778,74,21,14,37,0,0,2,A,A2,E3,B4,C5,B6,E7,B8,A9,B10
Lot779,22,6,8,2,0,5,1,B,A2,E3,B4,C5,B6,D7,C8,A9,A10
Lot780,39,12,4,23,0,0,0,A,A2,E3,B4,C5,C6,E7,B8,A9,B10
Lot781,37,0,8,7,5,11,6,A,A2,E3,B4,B5,C6,B7,B8,A9,B10
Lot782,33,6,12,4,0,7,4,C,B2,E3,B4,C5,B6,A7,B8,B9,B10
Lot783,31,5,21,1,0,1,3,A,A2,E3,B4,C5,B6,D7,C8,A9,A10
Lot784,30,9,11,4,0,6,0,A,B2,E3,B4,C5,B6,A7,B8,B9,B10
Lot785,31,4,10,3,0,9,5,A,A2,E3,B4,B5,B6,A7,B8,A9,B10
Lot786,42,0,12,10,3,14,3,A,A2,E3,B4,C5,B6,B7,B8,A9,B10
Lot787,25,6,8,4,0,3,4,A,A2,E3,B4,C5,B6,B7,B8,A9,B10
Lot788,32,9,11,2,0,9,1,A,A2,E3,B4,B5,C6,A7,B8,A9,B10
Lot789,26,15,6,0,0,3,2,B,B2,E3,C4,A5,B6,A7,B8,B9,B10
Lot790,33,6,14,3,0,8,2,B,B2,E3,B4,B5,B6,B7,B8,A9,B10
Lot791,32,5,16,8,0,2,1,A,B2,A3,C4,C5,B6,A7,B8,B9,B10
Lot792,32,19,9,0,0,1,3,B,B2,E3,B4,B5,B6,A7,B8,A9,B10
Lot793,33,10,8,2,0,11,2,B,B2,E3,B4,B5,B6,A7,B8,A9,B10
Lot794,31,0,13,7,4,3,4,A,B2,E3,C4,C5,B6,C7,B8,B9,B10
Lot795,35,13,14,0,0,5,3,A,B2,E3,B4,C5,B6,A7,B8,B9,B10
Lot796,53,9,19,11,0,8,6,C,B2,E3,B4,C5,B6,B7,B8,B9,B10
Lot797,33,0,10,6,4,7,6,B,B2,E3,B4,B5,B6,B7,B8,A9,B10
Lot798,23,0,18,1,3,1,0,B,B2,E3,C4,C5,B6,C7,B8,B9,B10
Lot799,42,0,11,6,11,8,6,C,A2,E3,B4,C5,B6,B7,B8,B9,B10
Lot800,20,0,13,1,3,0,3,A,B2,E3,B4,C5,B6,A7,B8,B9,B10
Lot801,50,13,8,19,0,3,7,A,B2,E3,B4,B5,B6,A7,B8,A9,B10
Lot802,30,8,12,1,0,4,5,A,B2,E3,B4,C5,B6,A7,B8,B9,B10
Lot803,24,5,11,1,0,1,6,B,B2,E3,B4,C5,B6,C7,B8,B9,B10
Lot804,76,0,20,3,17,18,18,A,A2,E3,B4,C5,B6,C7,B8,B9,B10
Lot805,44,3,16,5,1,15,4,A,B2,E3,B4,B5,B6,B7,B8,A9,B10
Lot806,39,6,12,13,1,4,3,A,B2,E3,B4,B5,B6,B7,B8,A9,B10
Lot807,42,1,14,16,4,2,5,A,A2,E3,B4,B5,B6,A7,B8,A9,B10
Lot808,16,0,4,1,6,1,4,A,B2,E3,B4,C5,B6,A7,B8,B9,B10
Lot809,23,8,3,3,0,6,3,A,B2,E3,B4,C5,B6,A7,B8,B9,B10
Lot810,29,8,15,0,0,2,4,A,A2,A3,B4,C5,B6,B7,B8,B9,B10
Lot811,24,12,3,0,0,2,7,A,A2,E3,B4,B5,B6,B7,B8,A9,B10
Lot812,17,7,2,0,0,0,8,B,A2,E3,B4,C5,B6,B7,B8,B9,B10
Lot813,38,0,24,5,3,3,3,A,B2,E3,B4,C5,B6,A7,B8,A9,B10
Lot814,52,0,12,8,16,2,14,C,A2,E3,B4,C5,B6,A7,B8,B9,B10
Lot815,38,11,13,5,0,3,6,B,B2,E3,B4,A5,B6,A7,B8,A9,B10
Lot816,27,9,8,2,0,0,8,B,B2,E3,B4,C5,B6,A7,B8,B9,B10
Lot817,37,14,10,2,0,3,8,A,A2,E3,B4,A5,B6,B7,B8,A9,B10
Lot818,30,0,13,5,6,1,5,B,B2,E3,B4,C5,B6,A7,B8,B9,B10
Lot819,47,0,12,2,16,8,9,C,B2,E3,B4,C5,B6,A7,B8,B9,B10
Lot820,18,4,8,3,0,2,1,A,A2,E3,B4,A5,B6,A7,B8,A9,B10
Lot821,25,10,7,5,0,6,2,A,A2,A3,B4,A5,B6,B7,B8,B9,B10
Lot822,47,0,14,1,10,6,12,C,A2,E3,B4,C5,B6,B7,B8,B9,B10
Lot823,24,0,14,1,4,2,3,A,B2,E3,B4,C5,B6,A7,B8,B9,B10
Lot824,50,20,15,5,1,3,10,B,B2,E3,B4,A5,B6,A7,B8,A9,B10
Lot825,55,0,22,2,15,4,9,C,A2,E3,B4,C5,B6,B7,B8,B9,B10
Lot826,33,0,7,9,14,4,6,B,A2,E3,B4,C5,B6,B7,B8,B9,B10
Lot827,55,0,14,15,17,3,12,A,A2,E3,B4,A5,C6,A7,B8,B9,B10
Lot828,60,0,21,8,12,3,9,B,A2,E3,B4,C5,B6,A7,B8,B9,B10
Lot829,57,0,14,1,18,6,11,B,B2,E3,B4,C5,B6,A7,B8,B9,B10
Lot830,19,4,8,6,0,4,2,C,B2,E3,B4,A5,B6,A7,B8,A9,B10
Lot831,49,0,13,9,12,4,14,B,A2,E3,B4,C5,B6,A7,B8,B9,B10
Lot832,45,7,11,2,0,8,10,A,A2,E3,B4,C5,B6,C7,B8,A9,B10
Lot833,30,9,10,19,0,3,6,A,A2,E3,B4,C5,B6,C7,B8,A9,B10
Lot834,68,16,18,2,0,4,11,A,A2,E3,B4,C5,B6,C7,B8,A9,B10
Lot835,58,11,15,7,1,18,11,A,A2,E3,B4,A5,B6,B7,B8,A9,B10
Lot836,39,4,12,3,1,12,3,A,A2,E3,B4,C5,B6,C7,B8,A9,B10
Lot837,43,19,6,2,1,8,6,A,A2,E3,B4,C5,B6,B7,B8,A9,B10
Lot838,30,6,5,0,1,9,7,A,A2,A3,B4,A5,B6,B7,B8,A9,B10
Lot839,20,6,6,0,0,7,1,A,A2,E3,B4,C5,B6,B7,B8,A9,B10
Lot840,70,26,17,15,0,7,5,A,A2,E3,B4,C5,B6,C7,B8,A9,B10
Lot841,24,11,6,2,0,3,2,A,A2,E3,B4,C5,B6,A7,B8,A9,B10
Lot842,40,11,8,4,2,13,2,A,A2,E3,B4,C5,B6,B7,B8,A9,B10
Lot843,49,8,10,10,0,17,4,A,A2,E3,B4,C5,B6,C7,B8,A9,B10
Lot844,55,36,8,2,0,2,7,A,A2,E3,B4,C5,B6,C7,B8,A9,B10
Lot845,60,40,15,0,0,2,3,A,A2,E3,B4,C5,B6,C7,B8,A9,B10
Lot846,30,11,5,0,0,8,6,A,A2,E3,B4,C5,B6,A7,B8,A9,B10
Lot847,45,23,12,0,0,8,2,A,A2,E3,B4,C5,B6,A7,B8,A9,B10
Lot848,43,11,9,5,0,8,10,A,A2,E3,B4,C5,B6,B7,B8,A9,B10
Lot849,42,17,7,6,0,4,8,A,A2,E3,B4,C5,B6,A7,A8,A9,B10
Lot850,25,13,2,2,0,4,4,A,A2,E3,B4,C5,B6,A7,B8,A9,B10
Lot851,24,11,3,3,0,5,2,A,A2,E3,B4,C5,B6,B7,B8,A9,B10
Lot852,24,10,5,3,0,3,3,A,A2,E3,B4,C5,B6,A7,B8,A9,B10
Lot853,21,4,5,2,0,3,7,A,A2,E3,B4,C5,B6,A7,B8,A9,B10
Lot854,39,21,3,4,0,8,3,A,A2,E3,B4,C5,B6,B7,B8,A9,B10
Lot855,40,13,7,2,0,2,16,A,A2,E3,B4,C5,B6,C7,B8,A9,B10
Lot856,20,5,8,0,0,3,4,A,A2,E3,B4,C5,B6,C7,B8,A9,B10
Lot857,29,8,9,1,0,3,8,A,A2,E3,B4,C5,B6,C7,B8,A9,B10
Lot858,36,20,3,6,1,5,1,A,A2,E3,B4,C5,B6,B7,B8,A9,B10
Lot859,43,17,4,11,0,3,8,A,A2,E3,B4,C5,B6,C7,B8,A9,B10
Lot860,68,14,25,8,0,3,18,A,A2,E3,B4,C5,B6,C7,B8,A9,B10
Lot861,18,13,4,0,0,0,1,B,B2,E3,B4,A5,B6,B7,B8,A9,B10
Lot862,22,10,2,7,0,0,3,A,A2,E3,B4,A5,B6,B7,B8,A9,B10
Lot863,33,14,6,5,0,4,4,B,B2,E3,B4,A5,B6,B7,B8,A9,B10
Lot864,99,0,22,41,22,1,13,B,B2,E3,B4,B5,B6,B7,B8,A9,B10
Lot865,22,15,3,0,0,0,4,A,A2,E3,B4,A5,B6,B7,B8,A9,B10
